Category,Industry,Profession,Occupation,Race,Employed,Percent
Management and professional,Professional,"Life, physical, and social science occupations","Miscellaneous life, physical, and social science technicians",White,110,0.09
Management and professional,Professional,Community and social service occupations,Counselors,White,673,0.56
Management and professional,Professional,Community and social service occupations,Social workers,White,572,0.48
Management and professional,Professional,Community and social service occupations,Probation officers and correctional treatment specialists,White,68,0.06
Management and professional,Professional,Community and social service occupations,Social and human service assistants,White,155,0.13
Management and professional,Professional,Community and social service occupations,"Miscellaneous community and social service specialists, including health educators and community health workers",White,55,0.05
Management and professional,Professional,Community and social service occupations,Clergy,White,326,0.27
Management and professional,Professional,Community and social service occupations,"Directors, religious activities and education",White,66,0.06
Management and professional,Professional,Community and social service occupations,"Religious workers, all other",White,61,0.05
Management and professional,Professional,Legal occupations,Lawyers,White,1073,0.9
Management and professional,Professional,Legal occupations,Judicial law clerks,White,,0
Management and professional,Professional,Legal occupations,"Judges, magistrates, and other judicial workers",White,57,0.05
Management and professional,Professional,Legal occupations,Paralegals and legal assistants,White,342,0.29
Management and professional,Professional,Legal occupations,Miscellaneous legal support workers,White,143,0.12
Management and professional,Professional,"Education, training, and library occupations",Postsecondary teachers,White,1043,0.88
Management and professional,Professional,"Education, training, and library occupations",Preschool and kindergarten teachers,White,496,0.42
Management and professional,Professional,"Education, training, and library occupations",Elementary and middle school teachers,White,3052,2.56
Management and professional,Professional,"Education, training, and library occupations",Secondary school teachers,White,884,0.74
Management and professional,Professional,"Education, training, and library occupations",Special education teachers,White,282,0.24
Management and professional,Professional,"Education, training, and library occupations",Other teachers and instructors,White,797,0.67
Management and professional,Professional,"Education, training, and library occupations","Archivists, curators, and museum technicians",White,,0
Management and professional,Professional,"Education, training, and library occupations",Librarians,White,157,0.13
Management and professional,Professional,"Education, training, and library occupations",Library technicians,White,,0
Management and professional,Professional,"Education, training, and library occupations",Teacher assistants,White,789,0.66
Management and professional,Professional,"Education, training, and library occupations","Other education, training, and library workers",White,155,0.13
Management and professional,Professional,"Arts, design, entertainment, sports, and media occupations",Artists and related workers,White,215,0.18
Management and professional,Professional,"Arts, design, entertainment, sports, and media occupations",Designers,White,808,0.68
Management and professional,Professional,"Arts, design, entertainment, sports, and media occupations",Actors,White,,0
